"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule","species"
"82",82,"TPI","NADTRHD",-9.37935004501003,9.95653553906504,0,359.796978454322,7.47738196216028,4.95998494457467,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",49,323.295102564371,8,10,31,0.36734693877551,"Glycolysis/Gluconeogenesis","Oxidative Phosphorylation","e_coli_core"
"83",83,"TPI","PGI",-9.37935004501003,9.95653553906504,-48.016614442475,9.99104230975001,7.47738196216028,4.86086114649686,-1,-1,4.86086114649686,4.86086114649686,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",48,262.96057047527,7,8,33,0.3125,"Glycolysis/Gluconeogenesis","Glycolysis/Gluconeogenesis","e_coli_core"
"84",84,"TPI","PGL",-9.37935004501003,9.95653553906504,0,58.0076567522251,7.47738196216028,4.95998494457465,-1,0,4.95998494457464,4.95998494457466,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",47,398.49720746489,6,8,33,0.297872340425532,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway","e_coli_core"
"85",85,"TPI","RPE",-9.37935004501003,9.95653553906504,-0.620909006871443,38.6403624474101,7.47738196216028,2.67848185050752,-1,-1,2.67848185050752,2.67848185050752,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",47,386.418297232745,7,8,32,0.319148936170213,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway","e_coli_core"
"86",86,"TPI","TALA",-9.37935004501003,9.95653553906504,-0.1545362010703,19.32806836073,7.47738196216028,1.49698375726155,-1,-1,1.49698375726155,1.49698375726155,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",47,392.585594431631,7,8,32,0.319148936170213,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway","e_coli_core"
"87",87,"TPI","TKT1",-9.37935004501003,9.95653553906504,-0.1545362010703,19.32806836073,7.47738196216028,1.49698375726155,-1,-1,1.49698375726155,1.49698375726155,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",47,392.585594431631,7,8,32,0.319148936170213,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway","e_coli_core"
"88",88,"TPI","TKT2",-9.37935004501003,9.95653553906504,-0.466372805801257,19.31229408668,7.47738196216028,1.18149809324598,-1,-1,1.18149809324598,1.18149809324598,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",49,381.00153480182,7,8,34,0.306122448979592,"Glycolysis/Gluconeogenesis","Pentose Phosphate Pathway","e_coli_core"
"89",1,"ADPT","ADD",0,0.0651694260115795,0,0.065057435233538,0,4.15687616239779e-06,0,0,0,2.04497807576587e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",49,0.344545107222638,13,33,3,0.938775510204082,"Salvage pathway of ATP","Purine metabolism","iIT341"
"90",2,"ADPT","HXPRT",0,0.0651694260115795,0,0.0650574352335381,0,0,0,0,0,2.23900287199541e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",46,0.343137184028469,13,29,4,0.91304347826087,"Salvage pathway of ATP","Salvage pathway of GTP","iIT341"
"91",3,"ALAD_L","FADOX",0,19.98022714552,0,37.0415308395713,0,24.0458318570818,0,0,0,4.47133885472795e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",244,115.485904335623,7,21,216,0.114754098360656,"Alanine Metabolism","Respiratory chain","iIT341"
"92",4,"ALAR","DALAt2r",-9.9980878388742,9.98213930660859,0,10,0,0,-1,0,NA,NA,9.99999999895674,10,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",3,0.100598903310961,1,2,0,1,"Alanine Metabolism","Transport","iIT341"
"93",5,"ANS2","ANS",0,3.30013014251948,0,3.12412320146649,0.0346406346736722,0,0,0,0,2.05186950763547e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",3,0.106623766809966,1,2,0,1,"Chorismate Metabolism","Tryptophan Biosynthesis","iIT341"
"94",6,"ATPS4r","ACKr",-9.43749458062353,59.2284440462166,-999999,0.0169167879168177,0,0,-1,-1,-999999,-11.0597290509422,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",312,353.28629557102,13,34,265,0.150641025641026,"Respiratory chain","Others","iIT341"
"95",7,"ATPS4r","ACt2r",-9.43749458062353,59.2284440462166,-15.8021857235581,0,0,0,-1,0,-11.065548678979,-11.0655486699304,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",311,353.304247907471,12,33,266,0.144694533762058,"Respiratory chain","Transport","iIT341"
"96",8,"CAT","CCP",0,0.0323489622475122,0,0.0646068276406742,-0.06235314241261,-0.191216303398671,0,0,0,1.31929455266872e-09,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",39,0.0950118625637442,10,28,1,0.974358974358974,"ROS Detoxification","ROS Detoxification","iIT341"
"97",9,"DHPS","FOLD3",0,0.0346406346736672,0,0.0345984239962974,0,0,0,0,0,7.80001840894329e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",5,0.16454284999109,2,2,1,0.8,"Folate Biosynthesis","Folate Biosynthesis","iIT341"
"98",10,"DHPS","HPPK",0,0.0346406346736672,0,0.0345984239962974,0,0,0,0,0,7.80001840894329e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",5,0.16454284999109,2,2,1,0.8,"Folate Biosynthesis","Folate Biosynthesis","iIT341"
"99",11,"G3PD2","G3PD1ir",-24.8940212459313,41.8788010792517,-24.8872795976659,41.8855469581515,0,-0.27855157872524,-1,-1,16.8638235070683,16.8638235122402,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",4,0.438403206839206,2,2,0,1,"Glycerolipid Synthesis","Glycerolipid Synthesis","iIT341"
"100",12,"GARFT","FTHFD",0,0.389623350835431,0,51.4690628771896,0,0,0,0,0,3.07109226937996e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",55,1.14198339585805,7,39,9,0.836363636363636,"IMP Synthesis","THF Metabolism","iIT341"
"101",13,"GART","FTHFLi",0,0.387235009584505,0,51.470241523615,0,4.0875948915442e-05,0,0,0,0.0235909653344066,0.0235909650254623,0.0235909649079531,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.0672341829452911,1,1,1,0.666666666666667,"IMP Synthesis","THF Metabolism","iIT341"
"102",14,"GART","GARFT",0,0.387235009584505,0,0.389623350835431,0,0,0,0,0.351423003101912,0.375013968420085,0.375013968475626,0.375013968468269,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",3,1.06878874034638,1,2,0,1,"IMP Synthesis","IMP Synthesis","iIT341"
"103",15,"HCO3E","H2CO3D",-999998.888357849,999999,-999998.888357849,999999,-0.0191216303398671,0,-1,-1,-999996.767136741,2.23286326082311,2.23286325851752,999999,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,6.36365391709842,1,2,0,1,"Others","Others","iIT341"
"104",16,"HCO3E","H2CO3D2",-999998.888357849,999999,-999999,999998.888357849,-0.0191216303398671,0,-1,-1,-2.23286325854975,999996.767136741,-999999,-2.23286325851751,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,6.36365391709842,1,2,0,1,"Others","Others","iIT341"
"105",17,"HEMEti","CPPPGO",0,0,0,2.85664148173134e-06,1.95097534933454,0,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"106",18,"HEMEti","FCLT",0,0,0,2.85664148173134e-06,1.95097534933454,0,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"107",19,"HEMEti","FE2abc",0,0,0,2.85664148173134e-06,1.95097534933454,-12,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Transport","iIT341"
"108",20,"HEMEti","G1SAT",0,0,0,3.32549414710579e-05,1.95097534933454,-12.6060614347383,0,0,0,1.04910514713959e-10,3.32550092867254e-05,3.32550092867254e-05,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"109",21,"HEMEti","GLUTRR",0,0,0,3.32549414710579e-05,1.95097534933454,0,0,0,0,1.04910514713959e-10,3.32550092867254e-05,3.32550092867254e-05,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"110",22,"HEMEti","GLUTRS",0,0,0,3.32549414710579e-05,1.95097534933454,4.0875948915442e-05,0,0,0,1.04910514713959e-10,3.32550092867254e-05,3.32550092867254e-05,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"111",23,"HEMEti","HMBS",0,0,0,2.85664148173134e-06,1.95097534933454,0,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"112",24,"HEMEti","PPBNGS",0,0,0,1.66226465237782e-05,1.95097534933454,4.15687616239779e-06,0,0,0,5.24552573569796e-11,1.66275046433627e-05,1.66275046433627e-05,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"113",25,"HEMEti","PPPGO",0,0,0,2.85664148173134e-06,1.95097534933454,0.0175974424142255,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"114",26,"HEMEti","UPP3S",0,0,0,2.85664148173134e-06,1.95097534933454,4.15687616239779e-06,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"115",27,"HEMEti","UPPDC1",0,0,0,2.85664148173134e-06,1.95097534933454,0,0,0,0,1.31138143392449e-11,4.15687616084067e-06,4.15687616084067e-06,"ZeroFlux_Rxns","pFBAOpt_Rxns","PSL",24,0.000355855282683113,7,17,0,1,"Transport","Heme biosynthesis","iIT341"
"116",28,"KAS15","ACOATA",0,0.23172644721145,0,0.231726447211449,0,0,0,0,0,0.231726447236724,0.231726447236724,0.231726447236724,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.660419713531388,1,2,0,1,"Fatty Acid Synthesis","Fatty Acid Synthesis","iIT341"
"117",29,"KAS15","KAS14",0,0.23172644721145,0,0.231726447211449,0,0.0346406346736714,0,0,0,0.23172644721145,0.23172644721145,0.23172644721145,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.660419713531388,1,2,0,1,"Fatty Acid Synthesis","Fatty Acid Synthesis","iIT341"
"118",30,"ME1","AKO",-16.0101028608624,4.74603834953274,0,8.06512059753276,0,0.375013968475631,-1,0,NA,NA,0,1.61338636894826e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL",25,8.5873173682126,3,6,16,0.36,"Others","TCA cycle","iIT341"
"119",31,"ME1","FADOX",-16.0101028608624,4.74603834953274,0,37.0415308395713,0,24.0458318570818,-1,0,NA,NA,0,4.47133885472795e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL",29,10.571489014888,5,5,19,0.344827586206897,"Others","Respiratory chain","iIT341"
"120",32,"ME1","FRD5",-16.0101028608624,4.74603834953274,-10.2251561140874,14.0735850031488,0,0,-1,-1,NA,NA,1.95097534643603,1.9509753495578,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",25,9.96894277772488,5,5,15,0.4,"Others","TCA cycle","iIT341"
"121",33,"ME1","FUM",-16.0101028608624,4.74603834953274,-15.7793913856149,36.5972497240409,0,0,-1,-1,NA,NA,-1.39383339658911,-1.39383339176615,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",43,17.3843538702277,11,22,10,0.767441860465116,"Others","TCA cycle","iIT341"
"122",34,"NH4t","ARGSL",-44.6444747047499,7.02472833084593,0,9.58095355766058,12.6060614347383,0,-1,0,NA,NA,0,-9.44984923645364e-11,"pFBAOpt_Rxns","MLE_Rxns","PSL",313,234.465154278309,8,11,294,0.060702875399361,"Transport","Urea Cycle","iIT341"
"123",35,"NH4t","ARGSS",-44.6444747047499,7.02472833084593,0,9.58095355766058,12.6060614347383,4.15687616084067e-06,-1,0,NA,NA,0,-9.44984923645364e-11,"pFBAOpt_Rxns","MLE_Rxns","PSL",313,234.465154278309,8,11,294,0.060702875399361,"Transport","Urea Cycle","iIT341"
"124",36,"NH4t","ATPS4r",-44.6444747047499,7.02472833084593,-9.43749458062353,59.2284440462166,12.6060614347383,0,-1,-1,NA,NA,41.1198912685373,41.119891272906,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",305,363.714111559558,15,31,259,0.150819672131148,"Transport","Respiratory chain","iIT341"
"125",37,"NH4t","OCBT",-44.6444747047499,7.02472833084593,0,9.58095355766058,12.6060614347383,0.1669678591271,-1,0,NA,NA,0,-9.44984923645364e-11,"pFBAOpt_Rxns","MLE_Rxns","PSL",313,234.465154278309,8,11,294,0.060702875399361,"Transport","Urea Cycle","iIT341"
"126",38,"NH4t","UREAt",-44.6444747047499,7.02472833084593,-17.8241063136382,0,12.6060614347383,0,-1,0,NA,NA,-7.72286679051604e-10,0,"pFBAOpt_Rxns","MLE_Rxns","PSL",314,238.622624237158,7,12,295,0.0605095541401274,"Transport","Transport","iIT341"
"127",39,"PTAr","ATPS4r",-0.0169167879168177,999999,-9.43749458062353,59.2284440462166,0,0,-1,-1,41.119891271514,41.119891272906,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",309,353.246955334001,10,34,265,0.142394822006472,"Others","Respiratory chain","iIT341"
"128",40,"RNDR4","DCTPD",0,0.0171124735287941,0,0.0171073183361971,0.037411885447566,-0.375013968475631,0,0,0,3.40436043938519e-10,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",8,0.130054668581686,2,2,4,0.5,"dUTP Biosynthesis","Nucleotide Interconversion","iIT341"
"129",41,"RPE","GND",-3.32684611314084,14.6089444754996,0,21.9562954200689,0.037411885447566,0,-1,0,NA,NA,0,1.89893658089635e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL",20,7.60439827134239,3,8,9,0.55,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"130",42,"RPE","PGL",-3.32684611314084,14.6089444754996,0,26.1917314728379,0.037411885447566,6.92812693473335e-06,-1,0,NA,NA,0,1.89868678071581e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL",66,9.85406574736575,13,33,20,0.696969696969697,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"131",43,"RPE","TALA",-3.32684611314084,14.6089444754996,-0.155144086762721,7.31100829014854,0.037411885447566,0.0116392532503539,-1,-1,NA,NA,-0.155144086767033,-0.155144086439353,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",19,3.3096683231312,3,8,8,0.578947368421053,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"132",44,"RPE","TKT1",-3.32684611314084,14.6089444754996,-0.131865580261967,7.31217287179779,0.037411885447566,0,-1,-1,NA,NA,-0.131865580266325,-0.131865579938646,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",20,4.05131029432014,2,8,10,0.5,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"133",45,"RPE","TKT2",-3.32684611314084,14.6089444754996,-3.4370669339714,7.29677100323971,0.037411885447566,0.00581962662517694,-1,-1,NA,NA,-0.439894260675842,-0.439894260593168,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",20,3.99946283235449,2,8,10,0.5,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"134",46,"TKT1","TALA",-0.131865580261967,7.31217287179779,-0.155144086762721,7.31100829014854,0,0.0116392532503539,-1,-1,NA,NA,-0.155144086760391,-0.155144086780954,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",17,0.546728154579665,3,8,6,0.647058823529412,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"135",47,"TKT2","GND",-3.4370669339714,7.29677100323971,0,21.9562954200689,0.00581962662517694,0,-1,0,NA,NA,0,8.48649150952951e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL",21,11.7011756217577,3,8,10,0.523809523809524,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"136",48,"TKT2","PGL",-3.4370669339714,7.29677100323971,0,26.1917314728379,0.00581962662517694,6.92812693473335e-06,-1,0,NA,NA,0,1.23138832464065e-10,"pFBAOpt_Rxns","MLE_Rxns","PSL",68,15.1087768726218,14,33,21,0.691176470588235,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"137",49,"TKT2","TALA",-3.4370669339714,7.29677100323971,-0.155144086762721,7.31100829014854,0.00581962662517694,0.0116392532503539,-1,-1,NA,NA,-0.155144086768293,-0.15514408685314,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",21,7.47563515734437,3,7,11,0.476190476190476,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"138",50,"TKT2","TKT1",-3.4370669339714,7.29677100323971,-0.131865580261967,7.31217287179779,0.00581962662517694,0,-1,-1,NA,NA,-0.131865580267585,-0.131865580352433,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",21,8.1026205869379,3,7,11,0.476190476190476,"Pentose-Phosphate-Pathway","Pentose-Phosphate-Pathway","iIT341"
"139",51,"TRPS1","TRPS2",0,3.300130142511,0,3.30013014251948,0.284750173893748,0.060319737157266,0,0,0,0.0374118854631441,0.037411885447566,0.0374118854397332,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.1066237668,1,2,0,1,"Tryptophan Biosynthesis","Tryptophan Biosynthesis","iIT341"
"140",52,"TRPS1","TRPS3",0,3.300130142511,0,3.30013014251948,0.284750173893748,0,0,0,0,0.0374118854631441,0.037411885447566,0.0374118854397332,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.1066237668,1,2,0,1,"Tryptophan Biosynthesis","Tryptophan Biosynthesis","iIT341"
"141",53,"UREA","UREAt",0,11.089445270926,-17.8241063136382,0,0,0,0,0,-7.72286679051604e-10,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",19,0.952154625517736,4,11,4,0.789473684210526,"Urea Cycle","Transport","iIT341"
"142",54,"URIDK2r","DUTPDP",-0.0171124735287941,25.733673087705,0,25.734528710525,13.0213769257174,4.15687616239779e-06,-1,0,NA,NA,0,-6.07194294843794e-11,"pFBAOpt_Rxns","MLE_Rxns","PSL",5,0.0812841679915171,2,2,1,0.8,"dTTP Biosynthesis","dTTP Biosynthesis","iIT341"
"143",1,"4HTHRA","E4PD",-0.000586711136406848,0,-0.000391140757642461,0.000195569599554801,0,0,0,-1,NA,NA,-0.000391140757642461,-0.000391140793204825,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",33,0.00218852543371804,15,16,2,0.939393939393939,"Glycine and Serine Metabolism","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"144",2,"4HTHRA","OHPBAT",-0.000586711136406848,0,-0.000391140757642461,0.000195569599554801,0,2.3553662197951,0,-1,NA,NA,-0.000391140757642461,-0.000391140793204825,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",33,0.00218852543371804,15,16,2,0.939393939393939,"Glycine and Serine Metabolism","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"145",3,"4HTHRA","PERD",-0.000586711136406848,0,-0.000391140757642461,0.000195569599554801,0,0,0,-1,NA,NA,-0.000391140757642461,-0.000391140793204825,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",33,0.00218852543371804,15,16,2,0.939393939393939,"Glycine and Serine Metabolism","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"146",4,"4HTHRK","E4PD",0,0.000586711136451864,-0.000391140757642461,0.000195569599554801,0,0,0,-1,-0.000391140757642461,-0.000391140793204825,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",33,0.00218852543371804,15,16,2,0.939393939393939,"Glycine and Serine Metabolism","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"147",5,"4HTHRK","OHPBAT",0,0.000586711136451864,-0.000391140757642461,0.000195569599554801,0,2.3553662197951,0,-1,-0.000391140757642461,-0.000391140793204825,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",33,0.00218852543371804,15,16,2,0.939393939393939,"Glycine and Serine Metabolism","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"148",6,"4HTHRK","PERD",0,0.000586711136451864,-0.000391140757642461,0.000195569599554801,0,0,0,-1,-0.000391140757642461,-0.000391140793204825,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",33,0.00218852543371804,15,16,2,0.939393939393939,"Glycine and Serine Metabolism","Cofactor and Prosthetic Group Biosynthesis","iML1515"
"149",7,"AACPS3","3HAD160",0,108.396632921958,0,25.712750913201,0.158739126802971,0,0,0,0,-3.14259035461006e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",15,1.59499356690979,5,6,4,0.733333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"150",8,"AACPS3","3OAR160",0,108.396632921958,0,25.712750913201,0.158739126802971,1.50653607134586,0,0,0,-3.1377567211166e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",15,1.5949935669039,6,6,3,0.8,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"151",9,"AACPS3","3OAS160",0,108.396632921958,0,25.712750913201,0.158739126802971,0,0,0,0,-3.14259035461006e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",15,1.5949935669039,6,6,3,0.8,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"152",10,"AACPS4","3HAD161",0,108.397632698543,0,25.713287025286,0.259408760049781,0,0,0,0,1.07253095293913e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",17,2.13058721116313,6,7,4,0.764705882352941,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"153",11,"AACPS4","3OAR161",0,108.397632698543,0,25.713287025286,0.259408760049781,0,0,0,0,1.07253095293913e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",17,2.13058721116313,6,7,4,0.764705882352941,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"154",12,"AACPS4","3OAS161",0,108.397632698543,0,25.713287025286,0.259408760049781,0,0,0,0,1.07253095293913e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",17,2.13058721116313,6,7,4,0.764705882352941,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"155",13,"AACPS7","3HAD120",0,108.394449024034,0,25.711579837506,0,0,0,0,0,1.39133149446025e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",15,0.972582657023245,5,6,4,0.733333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"156",14,"AACPS7","3OAR120",0,108.394449024034,0,25.711579837506,0,0,0,0,0,1.36424205265939e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",15,0.972582657023245,5,6,4,0.733333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"157",15,"AACPS7","3OAS120",0,108.394449024034,0,25.711579837506,0,0,0,0,0,1.39133149446025e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",15,0.972582657023245,5,6,4,0.733333333333333,"Cell Envelope Biosynthesis","Cell Envelope Biosynthesis","iML1515"
"158",16,"ACACT1r","3HAD100",-9.78604669763422,7.18802865083069,0,17.5653367206703,0,0,-1,0,0,4.46709336188178e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",36,13.3425183483899,17,18,1,0.972222222222222,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iML1515"
"159",17,"ACACT1r","3HAD40",-9.78604669763422,7.18802865083069,0,9.80165198225041,0,0,-1,0,0,-3.5292740951931e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",28,10.0810138632256,13,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iML1515"
"160",18,"ACACT1r","3HAD60",-9.78604669763422,7.18802865083069,0,9.80165198225424,0,0.000195570378817213,-1,0,0,-1.91900939583434e-11,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",28,10.0810138632256,13,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iML1515"
"161",19,"ACACT1r","3HAD80",-9.78604669763422,7.18802865083069,0,9.80165198225258,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",28,10.0810138632256,13,15,0,1,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iML1515"
"162",20,"ACACT1r","3OAR100",-9.78604669763422,7.18802865083069,0,17.5653367206703,0,5.9369994546805,-1,0,0,4.43378667114303e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",36,13.3425183483899,17,18,1,0.972222222222222,"Membrane Lipid Metabolism","Cell Envelope Biosynthesis","iML1515"
